0.139805, 0.524857
0.769646, 0.927000
0.005951, 0.937681
0.671346, 0.280160
0.336100, 0.084841
0.897000, 0.361339
0.538957, 0.975219
0.215705, 0.976928
0.353923, 0.414350
0.638783, 0.308390
0.090518, 0.411664
0.824061, 0.824122
0.518204, 0.636036
0.333964, 0.630299
0.437635, 0.826441
0.028016, 0.418256
0.465102, 0.564165
0.371868, 0.662923
0.060945, 0.312540
0.942869, 0.230079
0.333354, 0.130284
0.914945, 0.047853
0.648824, 0.965209
0.802576, 0.998962
0.580615, 0.934019
0.246254, 0.689657
0.226112, 0.494888
0.120029, 0.252419
0.424909, 0.918821
0.742454, 0.837580
0.908200, 0.965819
0.472396, 0.950865
0.911161, 0.172857
0.471023, 0.292825
0.279672, 0.659078
0.910855, 0.256752
0.602283, 0.854793
0.413251, 0.740532
0.398572, 0.060884
0.996063, 0.429579
0.895962, 0.244331
0.311747, 0.206702
0.425001, 0.976135
0.458296, 0.845058
0.965789, 0.918363
0.143162, 0.640431
0.875210, 0.766228
0.482467, 0.139683
0.327769, 0.051363
0.215766, 0.620685
0.500290, 0.712821
0.618427, 0.480544
0.031800, 0.841609
0.892209, 0.188543
0.790429, 0.505783
0.315958, 0.959532
0.477920, 0.061434
0.937040, 0.804193
0.103427, 0.856624
0.085086, 0.112918
0.857784, 0.733573
0.489486, 0.428755
0.418958, 0.236702
0.281198, 0.566149
0.221107, 0.931425
0.661092, 0.731681
0.717185, 0.740654
0.515122, 0.803095
0.167089, 0.705252
0.758293, 0.422468
0.982788, 0.074404
0.688314, 0.060610
0.160710, 0.132633
0.130161, 0.707846
0.833949, 0.668813
0.653096, 0.348277
0.474227, 0.494552
0.641041, 0.873714
0.776116, 0.917539
0.497726, 0.592730
0.753533, 0.575915
0.768120, 0.992309
0.080966, 0.540635
0.456618, 0.907193
0.209601, 0.091433
0.324229, 0.754051
0.290384, 0.072787
0.445357, 0.986114
0.434889, 0.236457
0.805445, 0.424787
0.345256, 0.476455
0.221076, 0.624653
0.844691, 0.362712
0.363628, 0.927671
0.339396, 0.880245
0.167455, 0.363231
0.743614, 0.779046
0.404309, 0.050172
0.898556, 0.442152
0.704886, 0.256966
0.016938, 0.677206
0.809076, 0.776299
0.184149, 0.338023
0.325663, 0.770409
0.447096, 0.182745
0.783441, 0.743400
0.522385, 0.874508
0.254189, 0.796747
0.654927, 0.530686
0.329478, 0.824274
0.657949, 0.727592
0.732047, 0.802728
0.666219, 0.366222
0.343303, 0.834346
0.633045, 0.305795
0.928159, 0.097842
0.103061, 0.170812
0.337992, 0.363475
0.291299, 0.238502
0.473983, 0.229133
0.000336, 0.812555
0.790979, 0.733177
0.406598, 0.989196
0.623737, 0.500534
0.246956, 0.222297
0.116855, 0.078433
0.437056, 0.593646
0.039338, 0.617481
0.652425, 0.194220
0.265084, 0.554979
0.903867, 0.523392
0.200842, 0.456374
0.638142, 0.311716
0.942534, 0.671163
0.395276, 0.673940
0.441328, 0.959319
0.553880, 0.998199
0.461074, 0.744987
0.195410, 0.477950
0.607288, 0.153264
0.619129, 0.692709
0.210456, 0.486282
0.538316, 0.143651
0.343547, 0.295053
0.489608, 0.150884
0.755852, 0.703513
0.486618, 0.018036
0.003693, 0.140446
0.448561, 0.870754
0.560381, 0.136021
0.435743, 0.075198
0.185003, 0.339000
0.223121, 0.643239
0.333018, 0.410932
0.242592, 0.529557
0.888699, 0.953459
0.425977, 0.228278
0.001099, 0.125187
0.979522, 0.574206
0.305063, 0.104251
0.621387, 0.155492
0.307932, 0.052675
0.313211, 0.244087
0.223701, 0.739189
0.016968, 0.649831
0.035585, 0.476150
0.508713, 0.404462
0.068514, 0.527726
0.779901, 0.682485
0.852474, 0.644337
0.058138, 0.863979
0.558061, 0.880825
0.978240, 0.146672
0.785943, 0.353862
0.934782, 0.613025
0.990539, 0.095126
0.147588, 0.158422
0.320109, 0.656453
0.471786, 0.187140
0.154027, 0.622883
0.482345, 0.482223
0.118381, 0.690817
0.866329, 0.155126
0.861660, 0.466109
0.652089, 0.082003
0.371105, 0.639729
0.308298, 0.732383
0.111698, 0.696310
0.242988, 0.796747
0.768334, 0.812128
0.734367, 0.519181
0.872860, 0.098972
0.824366, 0.141362
0.097262, 0.849971
0.206671, 0.364055
0.494156, 0.943236
0.639851, 0.232459
0.465255, 0.060457
0.917051, 0.351848
0.740440, 0.876064
0.923978, 0.839137
0.147069, 0.873012
0.815607, 0.917295
0.452254, 0.942198
0.843562, 0.558611
0.057863, 0.421125
0.864895, 0.082949
0.831141, 0.728385
0.063997, 0.117283
0.850642, 0.249733
0.918577, 0.822901
0.349773, 0.633045
0.940855, 0.796319
0.638966, 0.146947
0.225562, 0.550554
0.287118, 0.260781
0.336009, 0.982391
0.344676, 0.101199
0.558794, 0.732383
0.888485, 0.941984
0.059389, 0.843654
0.670461, 0.383312
0.969146, 0.625874
0.150822, 0.377056
0.935148, 0.130345
0.697592, 0.753471
0.164312, 0.142979
0.232887, 0.406446
0.492996, 0.100711
0.108463, 0.793237
0.512864, 0.838374
0.490249, 0.904721
0.284951, 0.571642
0.034394, 0.362682
0.672903, 0.022645
0.135502, 0.800348
0.826380, 0.094485
0.528214, 0.182287
